INST_ID,INST_NAME,STATE_INST,HDG_ID,TOC_ID,PROG_TYPE,HBCU_FLAG,EPSCOR_FLAG,IDEA_FLAG,REGION,BIO_KIND,S_STATUS_ID,L1400_tot,Total_number,Total_Amount,occ,P1Q01A,P1Q01B,P1Q01C,P1Q01D,P1Q01E,P1Q01F,P1Q01G,P1Q01H,P1Q02A1,P1Q02A2,P1Q02A3,P1Q02A4,P1Q02A5,P1Q02ABX,P1Q02B1,P1Q02B2,P1Q02B3,P1Q02B4,P1Q02B5,P1Q02BBX,P1Q02C1,P1Q02C2,P1Q02C3,P1Q02C4,P1Q02C5,P1Q02CBX,P1Q02D1,P1Q02D2,P1Q02D3,P1Q02D4,P1Q02D5,P1Q02DBX,P1Q02E1,P1Q02E2,P1Q02E3,P1Q02E4,P1Q02E5,P1Q02EBX,P1Q02F1,P1Q02F2,P1Q02F3,P1Q02F4,P1Q02F5,P1Q02FBX,P1Q02G1,P1Q02G2,P1Q02G3,P1Q02G4,P1Q02G5,P1Q02GBX,P1Q02H1,P1Q02H2,P1Q02H3,P1Q02H4,P1Q02H5,P1Q02HBX,P1Q02I1,P1Q02I2,P1Q02I3,P1Q02I4,P1Q02I5,P1Q02IBX,P1Q02J1,P1Q02J2,P1Q02J3,P1Q02J4,P1Q02J5,P1Q02JBX,P1Q02K1,P1Q02K2,P1Q02K3,P1Q02K4,P1Q02K5,P1Q02KBX,P1Q03BX,P1Q03,P1Q04,P1Q07BX,P1Q07A1,P1Q07B1,P1Q07C1,P1Q07D1,P1Q07E1,P1Q07F1,P1Q07G1,P1Q07H1,P1Q07I1,P1Q07J1,P1Q07K1,P1Q08BX,P1Q08,P1Q09BX,P1Q09,P1Q10A1,P1Q10A2,P1Q10B1,P1Q10B2,P1Q10C1,P1Q10C2,P1Q10T1,P1Q10T2,P1Q12BX,P1Q12A1,P1Q12B1,P1Q12C1,P1Q12D1,P1Q12E1,P1Q12F1,P1Q12G1,P1Q12H1,P1Q12I1,P1Q12J1,P1Q12K1,P1Q13BX,P1Q13,P1Q14BX,P1Q14A1,P1Q14A2,P1Q14B1,P1Q14B2,P1Q14C1,P1Q14C2,P1Q14D1,P1Q14D2,P1Q14E1,P1Q14E2,P1Q14F1,P1Q14F2,P1Q14G1,P1Q14G2,P1Q14H1,P1Q14H2,P1Q14I1,P1Q14I2,P1Q14J1,P1Q14J2,P1Q14K1,P1Q14K2,P1Q15BX,P1Q15A1,P1Q15A2,P1Q16BX,P1Q16A1,P1Q16A2,P1Q16B1,P1Q16B2,P1Q16C1,P1Q16C2,P1Q16D1,P1Q16D2,P1Q16E1,P1Q16E2,P1Q16F1,P1Q16F2,P1Q16G1,P1Q16G2,P1Q16H1,P1Q16H2,P1Q16I1,P1Q16I2,P1Q16J1,P1Q16J2,P1Q16K1,P1Q16K2,P1Q17BX,P1Q17A1,P1Q17A2,P1Q18BX,P1Q18A1,P1Q18A2,P1Q18B1,P1Q18B2,P1Q18C1,P1Q18C2,P1Q18D1,P1Q18D2,P1Q18E1,P1Q18E2,P1Q18F1,P1Q18F2,P1Q18G1,P1Q18G2,P1Q18H1,P1Q18H2,P1Q18I1,P1Q18I2,P1Q18J1,P1Q18J2,P1Q18K1,P1Q18K2,P1Q19BX,P1Q19A1,P1Q19A2
1495302,Columbus Children's Research Institute,OH,,,2,0,0,0,2,20,1,,18,6311476,11,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79315,42485,50200,7345,179345,0,0,0,0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,0,S,48000000,S,48000000,0,0,0,0,0,0,0,422330,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1497201,Children's Hospital (Denver),CO,,,2,0,0,0,4,30,1,,4,1451704,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,14320,0,2200,0,16520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10345,5805,14379,0,30529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,10200,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1499101,Children's Hospital of Philadelphia,PA,,,2,0,0,0,1,30,1,,163,63195876,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204895,24140,103990,0,333025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,60500,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,0,S,52091739,S,52091739,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1504801,Children's Hospital Boston,MA,,,2,0,0,0,1,30,1,,196,68537119,11,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,205583,1,0,0,0,0,0,0,M,M,M,M,1769,1,0,0,0,0,0,0,0,0,0,0,0,0,1,S,15552,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,885380,S,0,S,87114620,S,88000000,0,0,0,0,0,0,0,10000000,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,6800000,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1512401,Children's Hospital Pittsburgh/UPMC Hlth,PA,,,2,0,0,0,1,30,1,,44,14038072,11,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49359,10631,7682,0,67672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,7000000,0,0,0,0,1,S,1,0,1250000,S,0,S,5750000,S,7000000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,80000,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1514301,Children's Hospital Oakland,CA,,,2,0,0,0,4,30,1,,36,16981883,11,1,1,0,1,1,1,1,0,0,0,0,0,0,0,45725,36580,9145,0,91450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,3000,0,0,250000,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,250000,7500000,250000,7500000,0,0,1000000,0,0,0,0,0,0,0,0,0,1,S,0,0,0,5700000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1518602,Children's Research Institute,DC,,,2,0,0,0,3,20,2,,32,11447192,11,1,1,1,1,0,1,0,0,0,0,0,0,0,0,11674,4169,834,0,16677,0,1752,625,125,0,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42026,15009,3002,0,60037,0,0,0,0,0,0,0,2918,1042,209,0,4169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,3600000,7280,540000,1092,0,0,0,0,0,0,12960000,26208,0,0,900000,1820,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1520001,Children's Hospital Los Angeles,CA,,,2,0,0,0,4,30,1,,38,16796261,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46140,34865,8370,45425,134800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,7038,0,0,0,0,0,0,0,2000000,0,0,0,0,1,S,0,1,0,0,0,0,2000000,48500000,2000000,48500000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1525701,Children's Memorial Hospital (Chicago),IL,,,2,0,0,0,2,30,1,,20,7129203,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,10000,10000,10000,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,12000,0,0,0,0,0,0,0,2300000,0,0,0,0,1,S,0,1,0,0,0,0,2300000,22169000,2300000,22169000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1527501,Foundation for Blood Research,ME,,,2,0,1,1,1,20,1,,1,1804263,11,1,1,1,1,0,1,0,0,0,0,0,0,0,0,12000,1000,14000,0,27000,0,1000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,488000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,S,488000,S,0,S,488000,S,0,0,500000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1529501,"Children's Mercy Hospital (Kansas City, MO)",MO,,,2,0,0,0,2,30,1,,10,3271860,11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38380,2000,28620,0,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,0,S,0,S,20000000,S,20000000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1531401,Children's Hospital and Regional Medical Center,WA,,,2,0,0,0,4,30,11,,24,5888991,11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
1567601,J. David Gladstone Institutes,CA,,,2,0,0,0,4,20,1,,46,18194113,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2000,56053,13000,5918,76971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,71053,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,2093817,S,0,S,69906183,S,72000000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1589901,National Bureau of Economic Research,MA,,,2,0,0,0,1,20,11,,27,8982616,11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
1590801,Public Health Research Institute,NJ,,,2,0,0,0,1,20,2,,21,9090246,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,65000,10000,5000,10000,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,90000,0,0,1000000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,S,0,S,1000000,S,1000000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1590919,New York State Psychiatric Institute,NY,,,2,0,0,0,1,30,2,,102,47327600,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,M,M,M,M,44253,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,M,M,M,M,47541,1,0,0,0,0,0,1,M,M,M,M,16311,1,M,M,M,M,11669,1,M,M,M,M,315,1,1,S,20775,0,0,0,0,0,0,0,2807680,0,0,0,0,1,S,0,1,0,0,0,0,2807680,588427,2807680,588427,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,13000,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,2800647,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1590925,Nathan S. Kline Institute for Psychiatric Research,NY,,,2,0,0,0,1,20,2,,30,8752035,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1973,0,7890,0,9863,0,0,0,6566,0,6566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394,0,4394,0,49356,14102,7050,0,70508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,637650,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,375000,0,0,0,0,0,0,0,0,0,375000,0,0,0,0,0,0,0,0,0,1,S,S
1591005,Institute for Basic Research in Developmental Disa,NY,,,2,0,0,0,1,20,2,,13,4790239,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2669,0,0,5531,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42927,12480,16786,31925,104118,0,0,0,0,0,0,0,5751,898,4972,1627,13248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1618201,Public Health Institute,CA,,,2,0,0,0,4,20,1,,13,5986519,11,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100764,0,100764,0,0,0,0,0,0,0,1,S,50000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1630201,Cleveland Clinic Foundation,OH,,,2,0,0,0,2,20,1,,178,55083581,11,1,1,1,1,0,1,1,0,0,0,0,0,0,0,67921,52586,17543,46562,184612,0,0,0,0,0,0,0,0,0,0,0,0,0,20740,37987,15173,19659,93559,0,0,0,0,0,0,0,75388,64013,16135,50062,205598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,0,0,0,0,0,1500000,0,3100000,0,0,0,0,1,S,0,4,0,1000000,0,8000000,4600000,58080000,4600000,67080000,0,M,M,M,M,M,M,M,M,M,M,M,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1662101,The Hope Heart Institute,WA,,,2,0,0,0,4,20,8,,9,1658483,11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
1721701,Garden State Cancer Center/Center Molecular Medici,NJ,,,2,0,0,0,1,20,2,,6,1933656,11,1,1,0,1,0,1,0,0,0,0,0,0,0,0,11819,14528,2188,4363,32898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1742101,Whitehead Institute for Biomedical Research,MA,,,2,0,0,0,1,20,1,,47,91500512,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,187187,22874,4500,0,214561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,105114,1,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,S,7300000,S,0,S,6200000,S,13500000,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1782801,New York Blood Center,NY,,,2,0,0,0,1,20,2,,12,6842494,11,1,1,0,1,0,1,0,0,0,0,0,0,0,0,47438,13807,2589,11922,75756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,0,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1799701,Ernest Gallo Clinic and Research Center,CA,,,2,0,0,0,4,20,2,,8,2501337,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,26300,6800,13400,0,46500,0,950,363,380,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,M,0,0,450000,0,0,0,0,0,0,0,0,0,1,S,1,0,0,S,450000,S,0,S,450000,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1801901,National Disease Research Interchange,PA,,,2,0,0,0,1,20,1,,1,1273175,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1000,720,8000,0,9720,0,0,80,400,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,9400,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,S,S,S,S,S,S,S,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
1842901,Smith-Kettlewell Eye Research Institute,CA,,,2,0,0,0,4,20,1,,17,5667842,11,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2418,1275,1376,0,5069,0,0,0,0,0,0,0,0,0,0,0,0,0,826,498,854,0,2178,0,0,0,0,0,0,0,5803,2790,3478,0,12071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,3122,0,0,774715,0,0,377357,0,756715,0,0,0,0,1,S,1,0,0,S,0,S,1908787,S,1908787,S,1,0,0,0,0,0,0,0,0,0,0,0,1,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S,0,0,0,20000,0,0,0,0,0,10000,0,0,0,20000,0,0,0,0,0,0,0,0,0,1,S,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S,S
